Title,Course Start,Course End,Application Start Date,Application End Date,Capacity,Fee,Status,Age Eligibility,Location,Institution,Detail
2024년 직업교육_일반경비원 신임교육 4기,2024-04-16,2024-04-19,2024-04-02,2024-04-15,30,50000,마감,,서울시어르신취업지원센터 3층/한국고용복지센터,서울시어르신취업지원센터,https://www.goldenjob.or.kr/edu/apply_view.asp?program_idx=345
취업준비교육 5기,2024-05-14,2024-05-14,2024-04-19,2024-05-14,20,무료,마감,,서울시어르신취업지원센터 3층/한국고용복지센터,서울시어르신취업지원센터,https://www.goldenjob.or.kr/edu/apply_view.asp?program_idx=346
"[4060세대 취업심화교육] 4.18(목)~4.19(금) “4060 명견만리 기반 이,전직 전략”",2024-04-18,2024-04-19,2024-03-19,2024-04-18,100,무료,마감,40세 ~ 69세,유튜브 라이브방송,서울일자리포털,
[4060세대 중장년 취업특강] 11.16(목) “성공적 진로전환을 위한 진로설계!”,2023-11-16,2023-11-16,2023-10-10,2023-11-16,20,무료,마감,40세 ~ 69세,* 서울일자리센터 3층 교육장(서울시청 무교별관) *,서울일자리포털,
[5060세대 재진입 취업기본교육] 10.12(목) “5060 중장년 인생 3모작 준비전략!”,2023-10-12,2023-10-12,2023-09-04,2023-10-12,20,무료,마감,50세 ~ 69세,* 서울일자리센터 3층 교육장(서울시청 무교별관) *,서울일자리포털,
[4060세대 취업심화교육] 9.6(수)~7(목) “중장년 4060 커리어 성공 노하우”,2023-09-06,2023-09-07,2023-08-02,2023-09-06,20,무료,마감,40세 ~ 69세,* 서울일자리센터 3층 교육장(서울시청 무교별관) *,서울일자리포털,
[4060세대 취업특강] 8.3(목) “4060 이/전직 성공전략”,2023-08-03,2023-08-03,2023-06-19,2023-08-03,200,무료,마감,40세 ~ 69세,유튜브 라이브방송,서울일자리포털,
[4060세대 취업심화교육] 6.21(수)~22(목) “4060 나에게 맞는 이/전직 성공 취업전략”,2023-06-21,2023-06-22,2023-05-19,2023-06-21,20,무료,마감,40세 ~ 69세,* 서울일자리센터 3층 교육장(서울시청 무교별관) *,서울일자리포털,
[4060세대 취업심화교육] 5.2(화)~5.3(수) “4060 중장년 재취업 핵심전략”,2023-05-02,2023-05-03,2023-03-23,2023-05-02,150,무료,마감,40세 ~ 69세,유튜브 라이브방송,서울일자리포털,
[5060세대 취업기본교육] 3.28(화) “RESTART 취업전략”,2023-03-28,2023-03-28,2023-02-22,2023-03-28,120,무료,마감,50세 ~ 69세,유튜브 라이브방송,서울일자리포털,
[4060세대 취업특강] “나의 이해 및 취업전략 수립!” 11.29(화),2022-11-29,2022-11-29,2022-10-31,2022-11-29,140,무료,마감,39세 ~ 69세,*유튜브 라이브방송*,서울일자리포털,
[4060세대 심화교육] “중장년 4060 커리어 성공 노하우!” 11.1(화)~11.2(수),2022-11-01,2022-11-02,2022-09-30,2022-11-01,120,무료,마감,39세 ~ 69세,유튜브 라이브방송,서울일자리포털,
[5060세대 취업교육] “5060 신중년 내일 찾기!” 10.4(화),2022-10-04,2022-10-04,2022-09-14,2022-10-04,120,무료,마감,49세 ~ 69세,*유튜브 라이브방송*,서울일자리포털,
[5060세대 취업교육] “5060 신중년 인생 3모작 출발이다!” 7.12(화),2022-07-12,2022-07-12,2022-06-10,2022-07-12,120,무료,마감,49세 ~ 99세,유튜브 라이브방송,서울일자리포털,
[4060세대 심화교육] “4060 중장년 재취업 핵심전략!” 6.14(화)~6.15(수),2022-06-14,2022-06-15,2022-05-10,2022-06-14,50,무료,마감,40세 ~ 99세,유튜브 라이브방송,서울일자리포털,
[4060세대 심화교육] “4060 이직/전직 성공 전략!” 5.10(화)~5.11(수),2022-05-10,2022-05-11,2022-04-11,2022-05-10,50,무료,마감,40세 ~ 69세,유튜브 라이브방송,서울일자리포털,
[4060세대 취업특강] 함께하는 취업준비 “경력을 돋보이게 하는 취업전략” 4.12(화),2022-04-12,2022-04-12,2022-03-14,2022-04-12,50,무료,마감,40세 ~ 69세,유튜브 라이브방송,서울일자리포털,
"[5060세대 취업교육] “Bravo, My Job!” 재진입 전략 3.29(화)",2022-03-29,2022-03-29,2022-02-22,2022-03-29,50,무료,마감,50세 ~ 69세,유튜브 라이브방송,서울일자리포털,
[4050세대 취업교육] 인생2막! 커리어설계. 9.7(화),2021-09-07,2021-09-07,2021-08-12,2021-09-07,50,무료,마감,40세 ~ 61세,유튜브 라이브 방송,서울일자리포털,
"[5060세대]  재진입 취업교육 (유튜브 라이브 방송, 7월 13일. 화)",2021-07-13,2021-07-13,2021-06-18,2021-07-13,50,무료,마감,50세 ~ 65세,온라인,서울일자리포털,
[중장년4060 취업교육]성공적인 재취업전략!(6월16일/17일 유튜브),2021-06-16,2021-06-17,2021-05-25,2021-06-16,50,무료,마감,39세 ~ 65세,온라인,서울일자리포털,
"[중장년4060 취업심화교육] _인생2막 다시 쓰는 취업포트폴리오(4월27일~28일,유튜브 라이브 방송)",2021-04-27,2021-04-28,2021-04-01,2021-04-26,50,무료,마감,40세 ~ 69세,온라인 유튜브 라이브 방송,서울일자리포털,
"[중장년4060 취업테마교육] _4차 산업혁명시대 무엇을 준비해야 할까?  (4월20일, 유튜브 라이브 방송)",2021-04-20,2021-04-20,2021-04-01,2021-04-19,50,무료,마감,40세 ~ 69세,온라인(유튜브 라이브 방송),서울일자리포털,
"[신중년(5060)취업교육]다시 도약하는 인생 2막! (3월30일,유튜브 라이브 방송)",2021-03-30,2021-03-30,2021-02-22,2021-03-28,50,무료,마감,50세 ~ 69세,유튜브 라이브 방송,서울일자리포털,
"4050 중년 취업교육[스마트한 이전직 전략]-온라인, 2월25일(목)",2021-02-25,2021-02-25,2021-02-09,2021-02-25,50,무료,마감,40세 ~ 60세,유튜브 라이브방송,서울일자리포털,
5060 장년 취업준비교육(온라인 유튜브 라이브 방송),2020-11-26,2020-11-26,2020-11-06,2020-11-25,50,무료,마감,50세 ~ 70세,유튜브 온라인 라이브 방송,서울일자리포털,
4060중장년 커리어 역경과 위기극복 프로그램(온라인 유튜브 라이브 방송),2020-11-20,2020-11-20,2020-11-06,2020-11-19,50,무료,마감,40세 ~ 70세,유튜브 온라인 라이브 방송,서울일자리포털,커리어 역경과 위기극복 프로그램
[10월 20일~21일] 4060 중장년 온라인 취업심화교육(유튜브 라이브 방송),2020-10-20,2020-10-21,2020-09-29,2020-10-20,50,무료,마감,40세 ~ 69세,유튜브 온라인 라이브 강의,서울일자리포털,
[취소- 코로나 확산 방지]2020년 5월 21일 5060 재진입취업교육,2020-05-21,2020-05-21,2020-04-20,2020-05-20,20,무료,마감,50세 ~ 69세,서울일자리센터(서울시청 무교청사),서울일자리포털,
[취소-코로나 확산방지]2020년 3월 31일 5060토크취업특강(효과적인 직업정보 탐색과 지원서류 작성법!),2020-03-31,2020-03-31,2020-02-13,2020-03-27,20,무료,마감,50세 ~ 69세,서울일자리센터(서울시청 무교로청사),서울일자리포털,
2019년 10월 5060취업심화교육 : 신(新)중년의 내:일(FUTURE:MY JOB) 찾기,2019-10-29,2019-10-31,2019-09-18,2019-10-27,13,무료,마감,50세 ~ 64세,서울일자리센터 3층 교육장(서울시청무교별관),서울일자리포털,중장년들의 자기이해 및 구직역량 강화를 통한 취업성공률 향상
2019년 10월 15일 5060취업준비교육,2019-10-15,2019-10-15,2019-09-18,2019-10-13,20,무료,마감,50세 ~ 64세,서울일자리센터(서울시청 무교로 청사),서울일자리포털,구직자 취업역량 강화를 통한 취업성공률 향상
2019년 9월 5일 5060취업준비교육,2019-09-05,2019-09-05,2019-08-16,2019-09-04,20,무료,마감,50세 ~ 64세,서울일자리센터(서울시청 무교로 청사),서울일자리포털,구직자 취업역량 강화를 통한 취업성공률 향상
시니어 노동자 교육,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-27 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['경비 노동자 노동법교육1_근로계약 및 휴게시설', '경비 노동자 노동법교육2_연차휴가 및 임금', '경비 노동자 노동법교육3_산재 및 실업급여', '요양보호사 노동법교육1_근로계약 및 임금', '요양보호사 노동법교육2_실업급여 및 산재보상', '청소노동자 노동법교육1_근로계약 및 임금', '청소노동자 노동법교육2_휴가 및 휴게공간', '청소노동자 노동법교육3_실업급여 및 권리구제']"
사회복지 프로포절작성의 첫걸음,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1차시 배분사업 및 프로포절의 이해 INTRO', '1차시 배분사업 및 프로포절의 나의 상황은', '1차시 배분사업 및 프로포절의 이해 학습목표', '1차시 배분사업 및 프로포절의 이해 배분사업에 대한 이해', '1차시 배분사업 및 프로포절의 이해 프로포절이란', '1차시 배분사업 및 프로포절의 이해 기금신청과 심사기준', '1차시 배분사업 및 프로포절의 이해 작성 조건', '1차시 배분사업 및 프로포절의 이해 평가하기', '1차시 배분사업 및 프로포절의 이해 정리하기', '1차시 배분사업 및 프로포절의 이해 OUTRO', '2차시 프로포절 작성 기본기 정복하기ⅠINTRO', '2차시 프로포절 작성 기본기 정복하기Ⅰ나의 상황은', '2차시 프로포절 작성 기본기 정복하기Ⅰ강사소개', '2차시 프로포절 작성 기본기 정복하기Ⅰ 사업의 필요성', '2차시 프로포절 작성 기본기 정복하기Ⅰ 대상자 범위 설정 및 선정', '2차시 프로포절 작성 기본기 정복하기Ⅰ목적과 목표 설정', '2차시 프로포절 작성 기본기 정복하기Ⅰ평가하기', '2차시 프로포절 작성 기본기 정복하기Ⅰ정리하기', '2차시 프로포절 작성 기본기 정복하기Ⅰ OUTRO', '3차시 프로포절 작성 기본기 정복하기Ⅱ INTRO', '3차시 프로포절 작성 기본기 정복하기Ⅱ 나의 상황은', '3차시 프로포절 작성 기본기 정복하기Ⅱ 학습목표', '3차시 프로포절 작성 기본기 정복하기Ⅱ 사업 내용 작성', '3차시 프로포절 작성 기본기 정복하기Ⅱ 예산수립', '3차시 프로포절 작성 기본기 정복하기Ⅱ 평가하기', '3차시 프로포절 작성 기본기 정복하기Ⅱ 정리하기', '3차시 프로포절 작성 기본기 정복하기Ⅱ OUTRO', '4차시 프로포절 사례분석 INTRO', '4차시 프로포절 사례분석 강사소개', '4차시 프로포절 사례분석 우수사례 실패사례', '4차시 프로포절 사례분석 미선정 사례분석', '4차시 프로포절 사례분석 평가하기', '4차시 프로포절 사례분석 정리하기', '4차시 프로포절 사례분석 OUTRO']"
일자리를 부탁해 보건복지 진로 탐색,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['일자리를 부탁해 보건복지 진로 탐색', '일자리를 부탁해 보건복지 진로 탐색 ']"
일자리를 부탁해 한마음혈액원편,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['일자리를 부탁해 한마음혈액원편 ']
일자리를 부탁해 오송종합사회복지관편,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['일자리를 부탁해 오송종합사회복지관편']
사회복지시설안전관리 화재 전기 가스관리,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1차시 사회복지시설 안전생활 지키기 INTRO', '1차시 사회복지시설 안전생활 지키기 들어가기', '1차시 사회복지시설 안전생활 지키기 학습목표', '1차시 사회복지시설 안전생활 지키기 왜 필요한가', '1차시 사회복지시설 안전생활 지키기 관련 법률과 정책', '1차시 사회복지시설 안전생활 지키기 이용자 행동특성', '1차시 사회복지시설 안전생활 지키기 적용하기', '1차시 사회복지시설 안전생활 지키기 평가하기', '1차시 사회복지시설 안전생활 지키기 정리하기', '1차시 사회복지시설 안전생활 지키기 OUTRO', '2차시 화재안전 예방활동 INTRO', '2차시 화재안전 예방활동 들어가기', '2차시 화재안전 예방활동 학습목표', '2차시 화재안전 예방활동 화재에 대한 이해', '2차시 화재안전 예방활동 화재 사례', '2차시 화재안전 예방활동 화재안전 교육과 소방시설', '2차시 화재안전 예방활동 적용하기', '2차시 화재안전 예방활동 평가하기', '2차시 화재안전 예방활동 정리하기', '2차시 화재안전 예방활동 OUTRO', '3차시 화재안전 초기 대응활동 INTRO', '3차시 화재안전 초기 대응활동 들어가기', '3차시 화재안전 초기 대응활동 학습목표', '3차시 화재안전 초기 대응활동 화재예방을 위한 소방시설', '3차시 화재안전 초기 대응활동 사회복지시설 설치 지역별 화재안전', '3차시 화재안전 초기 대응활동 적용하기', '3차시 화재안전 초기 대응활동 평가하기', '3차시 화재안전 초기 대응활동 정리하기', '3차시 화재안전 초기 대응활동 OUTRO', '4차시 화재안전 피난활동 INTRO', '4차시 화재안전 피난활동 들어가기', '4차시 화재안전 피난활동 학습목표', '4차시 화재안전 피난활동 초기 대처방법', '4차시 화재안전 피난활동 유형별 피난활동', '4차시 화재안전 피난활동 화재 대처방법', '4차시 화재안전 피난활동 적용하기', '4차시 화재안전 피난활동 평가하기', '4차시 화재안전 피난활동 정리하기', '4차시 화재안전 피난활동 OUTRO', '5차시 전기안전관리 INTRO', '5차시 전기안전관리 들어가기', '5차시 전기안전관리 학습목표', '5차시 전기안전관리 안전하게 사용하기', '5차시 전기안전관리 안전 활동', '5차시 전기안전관리 적용하기', '5차시 전기안전관리 평가하기', '5차시 전기안전관리 정리하기', '5차시 전기안전관리 OUTRO', '6차시 가스안전관리 INTRO', '6차시 가스안전관리 들어가기', '6차시 가스안전관리 학습목표', '6차시 가스안전관리 일반사항', '6차시 가스안전관리 가스안전사고 최소화 활동', '6차시 가스안전관리 가스안전사고 최소화 활동1', '6차시 가스안전관리 적용하기', '6차시 가스안전관리 평가하기', '6차시 가스안전관리 정리하기', '6차시 가스안전관리 OUTRO']"
사회복지시설안전관리 시설물 위생 자연재난관리,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1차시 시설물안전 안전점검 INTRO', '1차시 시설물안전 안전점검 들어가기', '1차시 시설물안전 안전점검 학습목표', '1차시 시설물안전 안전점검 일반사항', '1차시 시설물안전 안전점검 시설물 붕괴 안전관리', '1차시 시설물안전 안전점검 적용하기', '1차시 시설물안전 안전점검 평가하기', '1차시 시설물안전 안전점검 정리하기', '1차시 시설물안전 안전점검 OUTRO', '2차시 사회복지시설의 위생안전관리 INTRO', '2차시 사회복지시설의 위생안전관리 들어가기', '2차시 사회복지시설의 위생안전관리 학습목표', '2차시 사회복지시설의 위생안전관리 위생관리 일반사항', '2차시 사회복지시설의 위생안전관리 활동', '2차시 사회복지시설 이용자 위생안전수칙', '2차시 사회복지시설 이용자 위생안전수칙 적용하기', '2차시 사회복지시설 이용자 위생안전수칙 평가하기', '2차시 사회복지시설 이용자 위생안전수칙 정리하기', '2차시 사회복지시설 이용자 위생안전수칙 OUTRO', '3차시 여름철 자연재난 예방과 대비 INTRO', '3차시 여름철 자연재난 예방과 대비 들어가기', '3차시 여름철 자연재난 예방과 대비 학습목표', '3차시 여름철 자연재난 예방과 대비 대응활동', '3차시 여름철 자연재난 예방과 대비 대응활동1', '3차시 여름철 자연재난 예방과 대비 대응활동 적용하기', '3차시 여름철 자연재난 예방과 대비 대응활동 평가하기', '3차시 여름철 자연재난 예방과 대비 대응활동 정리하기', '3차시 여름철 자연재난 예방과 대비 대응활동 OUTRO', '4차시 동절기 재난안전관리 INTRO', '4차시 동절기 재난안전관리 사건사고', '4차시 동절기 재난안전관리 학습목표', '4차시 동절기 재난안전관리 황사재난 예방과 대응활동', '4차시 동절기 재난안전관리 황사재난 예방과 대응활동1', '4차시 동절기 재난안전관리 황사재난 예방과 대응활동 적용하기', '4차시 동절기 재난안전관리 황사재난 예방과 대응활동 평가하기', '4차시 동절기 재난안전관리 황사재난 예방과 대응활동 정리하기', '4차시 동절기 재난안전관리 황사재난 예방과 대응활동 OUTRO', '5차시 자연재난 안전관리 INTRO', '5차시 자연재난 안전관리 들어가기', '5차시 자연재난 안전관리 학습목표', '5차시 자연재난 안전관리 지진 지진해일 일반사항', '5차시 자연재난 안전관리 지진 지진해일 안전관리', '5차시 자연재난 안전관리 재난 시 행동', '5차시 자연재난 안전관리 적용하기', '5차시 자연재난 안전관리 평가하기', '5차시 자연재난 안전관리 정리하기', '5차시 자연재난 안전관리 OUTRO', '6차시 골든타임 INTRO', '6차시 골든타임 들어가기', '6차시 골든타임 학습목표', '6차시 골든타임 응급확자와 응급처치', '6차시 골든타임 인공호흡과 심폐소생술', '6차시 골든타임 적용하기', '6차시 골든타임 평가하기', '6차시 골든타임 정리하기', '6차시 골든타임 OUTRO']"
취업코치의 꿀팁 대방출,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['취업코치의 꿀팁 대방출 ']
사회복지법인 및 시설 재무회계규칙 길라잡이,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['사회복지법인 및 시설 재무회계규칙 길라잡이 ', '사회복지법인 및 시설 재무회계규칙 길라잡이']"
사회복지 재무회계 첫걸음,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['사회복지 재무회계 첫걸음1 법인 및 재무회계 규칙 개요', '사회복지 재무회계 첫걸음2 총칙 예산 결산', '사회복지 재무회계 첫걸음3 회계 계약 감사']"
복지재정 바로알고 바로쓰기,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1차시 복지재정누수실태와 정부정책 INTRO', '1차시 복지재정누수실태와 정부정책 생각해보기', '1차시 복지재정누수실태와 정부정책 학습목표', '1차시 복지재정누수실태와 정부정책 누수 실태', '1차시 복지재정누수실태와 정부정책 복지부정의 수법과 특징', '1차시 복지재정누수실태와 정부정책 복지부정 방지', '1차시 복지재정누수실태와 정부정책 재무회계규칙', '1차시 복지재정누수실태와 정부정책 평가하기', '1차시 복지재정누수실태와 정부정책 정리하기', '1차시 복지재정누수실태와 정부정책 참고문헌', '1차시 복지재정누수실태와 정부정책 OUTRO', '2차시 복지 보조금 부정수급 사례 INTRO', '2차시 복지 보조금 부정수급 사례 생각해보기', '2차시 복지 보조금 부정수급 사례 학습목표', '2차시 복지 보조금 부정수급 사례 보조금 부정수급', '2차시 복지 보조금 부정수급 사례 바우처 부당이용 사례', '2차시 복지 보조금 부정수급 사례 지원금 부정수급 사례', '2차시 복지 보조금 부정수급 사례 사무장병원 부정수급', '2차시 복지 보조금 부정수급 사례 평가하기', '2차시 복지 보조금 부정수급 사례 정리하기', '2차시 복지 보조금 부정수급 사례 참고문헌', '2차시 복지 보조금 부정수급 사례 OUTRO', '3차시 인건비 후원금품 부정사례 INTRO', '3차시 인건비 후원금품 부정사례 생각해보기', '3차시 인건비 후원금품 부정사례 학습목표', '3차시 인건비 후원금품 부정사례 인건비 부당수령', '3차시 인건비 후원금품 부정사례 횡령사례', '3차시 인건비 후원금품 부정사례 후원금품 횡령', '3차시 인건비 후원금품 부정사례 후원금품 편취 사례', '3차시 인건비 후원금품 부정사례 평가하기', '3차시 인건비 후원금품 부정사례 정리하기', '3차시 인건비 후원금품 부정사례 참고문헌', '3차시 인건비 후원금품 부정사례 OUTRO', '4차시 촘촘한 관리감독 청렴한 시설운영 INTRO', '4차시 촘촘한 관리감독 청렴한 시설운영 생각해보기', '4차시 촘촘한 관리감독 청렴한 시설운영 학습목표', '4차시 촘촘한 관리감독 청렴한 시설운영 시설 지도감독 부정 유형', '4차시 촘촘한 관리감독 청렴한 시설운영  운영금 부정 사례', '4차시 촘촘한 관리감독 청렴한 시설운영 운영금 부정 사례', '4차시 촘촘한 관리감독 청렴한 시설운영 복지재정 바로쓰기', '4차시 촘촘한 관리감독 청렴한 시설운영 평가하기', '4차시 촘촘한 관리감독 청렴한 시설운영 정리하기', '4차시 촘촘한 관리감독 청렴한 시설운영 참고문헌', '4차시 촘촘한 관리감독 청렴한 시설운영 OUTRO']"
"보건의료, 미래 선도하는 취업 JOB GO!",교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['보건의료, 미래 선도하는 취업 JOB GO! ']"
보건복지인의 셀프 동기부여,교육승인일로부터 21일,교육승인일로부터 21일,2024-02-01 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['보건복지인의 셀프 동기부여', '보건복지인의 셀프 동기부여1']"
보건복지인을 위한 문제해결능력향상,교육승인일로부터 21일,교육승인일로부터 21일,2024-01-25 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1차시 창의적 문제해결 강의열기 인트로', '1차시 창의적 문제해결 강의열기 학습목표', '1차시 창의적 문제해결 강의열기', '1차시 창의적 문제해결 강의열기 퀴즈', '1차시  창의적 문제해결 강의열기 정리하기', '1차시 창의적 문제해결 강의열기 아웃트로', '2차시 문제해결과 정보분석 스킬I 인트로', '2차시 문제해결과 정보분석 스킬I 학습목표', '2차시 문제해결과 정보분석 스킬I', '2차시 문제해결과 정보분석 스킬I 퀴즈', '2차시 문제해결과 정보분석 스킬I 정리하기', '2차시 문제해결과 정보분석 스킬I 아웃트로', '3차시 문제해결과 정보분석Ⅱ 인트로', '3차시 문제해결과 정보분석Ⅱ 학습목표', '3차시 문제해결과 정보분석', '3차시 문제해결과 정보분석Ⅱ 퀴즈', '3차시 문제해결과 정보분석Ⅱ 정리하기', '3차시 문제해결과 정보분석Ⅱ 아웃트로', '4차시 창의적 문제해결의 원천 뇌 인트로', '4차시 창의적 문제해결의 원천 뇌 학습목표', '4차시 창의적 문제해결의 원천 뇌', '4차시 창의적 문제해결의 원천 뇌 퀴즈', '4차시 창의적 문제해결의 원천 뇌 정리하기', '4차시 창의적 문제해결의 원천 뇌 아웃트로', '5차시 창의적 문제해결역량 향상을 위한 Tools 인트로', '5차시 창의적 문제해결역량 향상을 위한 Tools 학습목표', '5차시 창의적 문제해결역량 향상을 위한 Tools', '5차시 창의적 문제해결역량 향상을 위한 Tools 퀴즈', '5차시 창의적 문제해결역량 향상을 위한 Tools 정리하기', '5차시 창의적 문제해결역량 향상을 위한 Tools 아웃트로']"
보건복지 종사자를 위한 공문서 작성 기술,교육승인일로부터 21일,교육승인일로부터 21일,2024-01-18 , 2024-12-13,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['공문서 이해와 작성 기준 파악_인트로', '공문서 이해와 작성 기준 파악_오늘의 고민 상담', '공문서 이해와 작성 기준 파악_학습목표', '공문서 이해와 작성 기준 파악_공문서 개념, 기능', '공문서 이해와 작성 기준 파악_문서 작성 기준과 기안문 작성 유의 사항', '공문서 이해와 작성 기준 파악_꿀팁 한 페이지', '공문서 이해와 작성 기준 파악_정리하기', '공문서 이해와 작성 기준 파악_아웃트로', '작성 기준 적용과 전형적인 문서 작성 실습_인트로', '작성 기준 적용과 전형적인 문서 작성 실습_오늘의 고민 상담', '작성 기준 적용과 전형적인 문서 작성 실습_학습목표', '작성 기준 적용과 전형적인 문서 작성 실습_공문서 작성 기준 적용 실습 ', '작성 기준 적용과 전형적인 문서 작성 실습_꿀팁 한 페이지', '작성 기준 적용과 전형적인 문서 작성 실습_정리하기', '작성 기준 적용과 전형적인 문서 작성 실습_아웃트로', '보고서 구성과 표기·표현_인트로', '보고서 구성과 표기·표현_오늘의 고민 상담', '보고서 구성과 표기·표현_학습목표', '보고서 구성과 표기·표현_보고서 종류와 논리 구조', '보고서 구성과 표기·표현_주제에 맞는 보고서 구성 방법', '보고서 구성과 표기·표현_꿀팁 한 페이지', '보고서 구성과 표기·표현_정리하기', '보고서 구성과 표기·표현_아웃트로', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_인트로', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_오늘의 고민 상담', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_학습목표', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_보고서 논리 구조에 따른 구성 실습', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_표기·표현 기준 적용 실습', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_꿀팁 한 페이지', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_정리하기', '논리 구조와 표기·표현 기준에 따른 보고서 작성 실습_아웃트로']"
2023 민간일자리 훑어보기,교육승인일로부터 21일,교육승인일로부터 21일,2023-09-08 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['취업시장 이해', '분야별 민간일자리 이해, 민간일자리 지원 준비']"
도보배달원 교육(활용법),교육승인일로부터 21일,교육승인일로부터 21일,2023-09-08 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['도보배달 시장의 특징', '도보배달 분석 및 앱 다운 활용법, 스마트폰으로 길찾기 및 실습']"
안전사고 예방,교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['노인일자리 참여자 안전사고 예방 워크북 안내 영상']
인권 교육,교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['인권을 돌려다오~', '평화를 돌려다오~', '웃음을 돌려다오~']"
성희롱 예방교육,교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['언어적 성희롱', '시각적 성희롱', '육체적 성희롱']"
안전 교육,교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['안전송 트로트', '안전 사고 예방', '시설물 사고 예방', '작업 안전 사고 예방', '골절 안전 사고 예방', '교통사고 예방', '운전사고 예방', '대중교통사고 예방', '계절성 안전 예방', '재난성 안전 예방', '감염병 안전 에방', '식중독 안전 예방']"
노인일자리 사례로 배우는 안전사고 예방교육,교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['안전사고 예방교육 들어가기', '낙상사고 사례 및 대처방법', '보행 이동 시 사고 사례 및 대처방법', '화상, 부딪힘/깔림, 베임 등 기타 유형 사고 사례 및 대처방법', '자연재해로 인한 사고 및 대처 방법', '상해의 종류 및 응급처치 방법']"
노인일자리 화상예방교육(노인 화상 예방송 포함),교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['노인일자리 화상예방교육 ', '노인화상 사고예방 및 응급처치를 위한 노인 화상 예방송_앗뜨거송', '노인화상 사고예방 및 응급처치를 위한 노인 화상 예방송_저온화상송']"
노인일자리 적응하기,교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['노인일자리 적응하기']
